Time,Station,Type,Login_Mode,Operator,Tact_Time(Sec),LotNum,Barcode,VCMID,SensorID,FPCBID,SIte_1,Site_2,Site_3,Site_4,Site_5,Site_6,Site_7,Site_8,Site_9,Pass_Count,Fail_Count,Total,Result,CODE,Para,ERROR,Site_1_Result_code,Site_2_Result_code,Site_3_Result_code,Site_4_Result_code,Site_5_Result_code,Site_6_Result_code,Site_7_Result_code,Site_8_Result_code,Site_9_Result_code,Site_1_Result_name,Site_2_Result_name,Site_3_Result_name,Site_4_Result_name,Site_5_Result_name,Site_6_Result_name,Site_7_Result_name,Site_8_Result_name,Site_9_Result_name,SWversion_site1,SWversion_site2,SWversion_site3,SWversion_site4,SWversion_site5,SWversion_site6,SWversion_site7,SWversion_site8,SWversion_site9,SWversion_Matching,Site_1_ReInsp,Site_2_ReInsp,Site_3_ReInsp,Site_4_ReInsp,Site_5_ReInsp,Site_6_ReInsp,Site_7_ReInsp,Site_8_ReInsp,Site_9_ReInsp,Insp_Mode,Site_1_LastCode,Site_2_LastCode,Site_3_LastCode,Site_4_LastCode,Site_5_LastCode,Site_6_LastCode,Site_7_LastCode,Site_8_LastCode,Site_9_LastCode,Site_1_LastTime,Site_2_LastTime,Site_3_LastTime,Site_4_LastTime,Site_5_LastTime,Site_6_LastTime,Site_7_LastTime,Site_8_LastTime,Site_9_LastTime,A_LIGHT_AE_TIME,A_REFERENCE,D_LIGHT_AE_TIME,D_REFERENCE,A_COLOR_RG,A_COLOR_RG_REF,A_COLOR_BG,A_COLOR_BG_REF,D_COLOR_RG,D_COLOR_RG_REF,D_COLOR_BG,D_COLOR_BG_REF,GAIN_B1,GAIN_B1_REF,GAIN_B2,GAIN_B2_REF,GAIN_H1,GAIN_H1_REF,GAIN_H2,GAIN_H2_REF,EM_H1_6,EM_H1_6_REF,EM_H1_7,EM_H1_7_REF,EM_H1_8,EM_H1_8_REF,EM_H1_9,EM_H1_9_REF,EM_H1_10,EM_H1_10_REF,EM_H2_2,EM_H2_2_REF,EM_H2_3,EM_H2_3_REF,EM_H2_4,EM_H2_4_REF,EM_H2_5,EM_H2_5_REF,EM_H2_11,EM_H2_11_REF,EM_H2_12,EM_H2_12_REF,SOCKET_UP,SOCKET_DOWN,SOCKET_OPEN,SOCKET_CLOSE,SW_VERSION,PBS_VERSION
'2021-06-13 03:25:06.065,KCMCT5241H,R04A,OP,±è¿ø´ö,23.29,GGY733AM6B01,DN81246F6RYH1HW14,AZ3B1511C05JB3A19728104119,0ace02080421,THA12130FGE06MWA1,0.00,21.76,22.28,0.00,18.94,21.14,20.56,20.23,20.28,36,31,67,PASS,1,4,PASS,-1,1,1,-1,1,1,1,1,1,-,PASS,PASS,-,PASS,PASS,PASS,PASS,PASS,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6478,6689,7261,7323,0.818,0.816,0.278,0.275,0.478,0.478,0.529,0.522,10.180,9.180,10.275,9.073,8.897,8.485,10.325,9.429,0.945,0.949,0.948,0.953,0.954,0.951,0.944,0.951,0.000,0.000,0.937,0.950,0.949,0.953,0.946,0.949,0.943,0.949,0.000,0.000,0.000,0.000,0.780,0.718,1.279,0.858,1.4.1.54,PBS_20.200424
'2021-06-13 03:25:29.282,KCMCT5241H,R04A,OP,±è¿ø´ö,23.09,GGY733AM6B01,DN81246F6SAH1HW1P,AZ3B147136A8B1A1A030104005,0ace02080253,THA121300PH06MWAS,0.00,21.34,22.36,0.00,19.03,21.18,21.25,20.22,17.89,36,31,67,FAIL,467,1,FPDC DLL,-1,1,1,-1,1,1,1,1,467,-,PASS,PASS,-,PASS,PASS,PASS,PASS,FPDC DLL,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6478,6689,7261,7323,0.808,0.816,0.278,0.275,0.470,0.478,0.530,0.522,8.752,9.180,8.778,9.073,8.088,8.485,9.065,9.429,0.950,0.949,0.954,0.953,0.955,0.951,0.948,0.951,0.000,0.000,0.953,0.950,0.951,0.953,0.951,0.949,0.950,0.949,0.000,0.000,0.000,0.000,0.780,0.452,1.170,0.827,1.4.1.54,PBS_20.200424
'2021-06-13 03:25:53.054,KCMCT5241H,R04A,OP,±è¿ø´ö,23.48,GGY733AM6B01,DN81246F6S1H1HW1Y,AZ3B147105G3B1A1A032062128,0ace02081132,THA12130DFM06MWAZ,0.00,21.75,22.54,0.00,19.95,0.00,0.00,0.00,0.00,36,32,68,FAIL,451,7,SFR Macro Up,-1,1,1,-1,451,0,0,0,0,-,PASS,PASS,-,SFR Macro Up,STOP,STOP,STOP,STOP,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,-1,-1,-1,-1,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6689,0,7323,0.000,0.816,0.000,0.275,0.000,0.478,0.000,0.522,8.313,9.180,8.208,9.073,7.878,8.485,10.209,9.429,0.950,0.949,0.956,0.953,0.953,0.951,0.954,0.951,0.000,0.000,0.961,0.950,0.959,0.953,0.952,0.949,0.956,0.949,0.000,0.000,0.000,0.000,0.764,0.655,1.186,0.858,1.4.1.54,PBS_20.200424
'2021-06-13 03:26:16.773,KCMCT5241H,R04A,OP,±è¿ø´ö,23.87,GGY733AM6B01,DN81246F6RWH1HW16,AZ3B147115D4B1A1A135002005,0ace02080695,THA12130DFA06MWAA,0.00,21.37,22.56,0.00,18.05,0.00,0.00,0.00,0.00,36,32,68,FAIL,451,5,SFR Macro Up,-1,1,1,-1,451,0,0,0,0,-,PASS,PASS,-,SFR Macro Up,STOP,STOP,STOP,STOP,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,-1,-1,-1,-1,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6689,0,7323,0.000,0.816,0.000,0.275,0.000,0.478,0.000,0.522,9.386,9.180,9.481,9.073,8.340,8.485,9.288,9.429,0.947,0.949,0.951,0.953,0.944,0.951,0.945,0.951,0.000,0.000,0.948,0.950,0.951,0.953,0.951,0.949,0.946,0.949,0.000,0.000,0.000,0.000,0.765,0.655,1.123,0.843,1.4.1.54,PBS_20.200424
'2021-06-13 03:26:40.308,KCMCT5241H,R04A,OP,±è¿ø´ö,23.73,GGY733AM6B01,DN81246F6RZH1HW13,AZ3B1471568LB1A19629023124,0ace02080170,THA12130DDE06MWAC,0.00,21.39,21.98,0.00,19.97,21.12,20.48,20.20,20.27,37,31,68,PASS,1,3,PASS,-1,1,1,-1,1,1,1,1,1,-,PASS,PASS,-,PASS,PASS,PASS,PASS,PASS,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6478,6689,7261,7323,0.809,0.816,0.277,0.275,0.474,0.478,0.528,0.522,9.679,9.180,9.889,9.073,8.855,8.485,9.142,9.429,0.951,0.949,0.947,0.953,0.943,0.951,0.947,0.951,0.000,0.000,0.945,0.950,0.951,0.953,0.949,0.949,0.942,0.949,0.000,0.000,0.000,0.000,0.780,0.655,1.124,0.827,1.4.1.54,PBS_20.200424
'2021-06-13 03:27:03.850,KCMCT5241H,R04A,OP,±è¿ø´ö,23.46,GGY733AM6B01,DN81246F6S0H1HW1Z,AZ3B147105FPB1A1A931136131,0ace02081012,THA12130DEB06MWAC,0.00,21.87,21.90,0.00,18.86,21.20,20.81,20.33,20.47,38,31,69,PASS,1,2,PASS,-1,1,1,-1,1,1,1,1,1,-,PASS,PASS,-,PASS,PASS,PASS,PASS,PASS,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6478,6689,7261,7323,0.820,0.816,0.274,0.275,0.480,0.478,0.520,0.522,8.837,9.180,8.877,9.073,7.904,8.485,9.288,9.429,0.953,0.949,0.955,0.953,0.959,0.951,0.950,0.951,0.000,0.000,0.948,0.950,0.956,0.953,0.950,0.949,0.951,0.949,0.000,0.000,0.000,0.000,0.765,0.624,1.232,0.858,1.4.1.54,PBS_20.200424
'2021-06-13 03:27:28.347,KCMCT5241H,R04A,OP,±è¿ø´ö,23.49,GGY733AM6B01,DN81246F6RRH1HW1B,AZ3B1511C05HB3A1A829027006,0ace02080915,THA12130FGA06MWA5,0.00,21.45,21.67,0.00,17.57,21.18,21.03,20.20,20.69,39,31,70,PASS,1,8,PASS,-1,1,1,-1,1,1,1,1,1,-,PASS,PASS,-,PASS,PASS,PASS,PASS,PASS,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6478,6689,7261,7323,0.812,0.816,0.280,0.275,0.477,0.478,0.531,0.522,8.620,9.180,8.632,9.073,8.793,8.485,9.311,9.429,0.956,0.949,0.957,0.953,0.956,0.951,0.955,0.951,0.000,0.000,0.952,0.950,0.958,0.953,0.953,0.949,0.951,0.949,0.000,0.000,0.000,0.000,0.764,0.670,1.279,0.843,1.4.1.54,PBS_20.200424
'2021-06-13 03:27:50.655,KCMCT5241H,R04A,OP,±è¿ø´ö,23.37,GGY733AM6B01,DN81246F6RSH1HW1A,AZ3B1511C05MB3A1A528114017,0ace02080257,THA12130FK406MWA2,0.00,21.42,22.04,0.00,17.64,21.25,21.23,20.22,20.44,40,31,71,PASS,1,6,PASS,-1,1,1,-1,1,1,1,1,1,-,PASS,PASS,-,PASS,PASS,PASS,PASS,PASS,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6478,6689,7261,7323,0.812,0.816,0.279,0.275,0.476,0.478,0.530,0.522,9.091,9.180,9.092,9.073,7.175,8.485,9.413,9.429,0.949,0.949,0.954,0.953,0.948,0.951,0.953,0.951,0.000,0.000,0.951,0.950,0.957,0.953,0.946,0.949,0.949,0.949,0.000,0.000,0.000,0.000,0.764,0.624,1.123,0.983,1.4.1.54,PBS_20.200424
'2021-06-13 03:28:21.139,KCMCT5241H,R04A,OP,±è¿ø´ö,30.53,GGY733AM6B01,DN81246F6S8H1HW1R,AZ3B147105ENB1A18332034102,0ace02080523,THA12130FGX06MWAJ,0.00,21.32,22.50,0.00,19.05,0.00,0.00,0.00,0.00,40,32,72,FAIL,451,4,SFR Macro Up,-1,1,1,-1,451,0,0,0,0,-,PASS,PASS,-,SFR Macro Up,STOP,STOP,STOP,STOP,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,-1,-1,-1,-1,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6689,0,7323,0.000,0.816,0.000,0.275,0.000,0.478,0.000,0.522,8.943,9.180,9.010,9.073,9.191,8.485,10.747,9.429,0.948,0.949,0.952,0.953,0.951,0.951,0.952,0.951,0.000,0.000,0.954,0.950,0.952,0.953,0.952,0.949,0.950,0.949,0.000,0.000,0.000,0.000,0.765,0.717,1.295,0.858,1.4.1.54,PBS_20.200424
'2021-06-13 03:28:44.330,KCMCT5241H,R04A,OP,±è¿ø´ö,23.07,GGY733AM6B01,DN81246F6RTH1HW19,AZ3B1511E04LB3A19933021132,0ace02090251,THA12130DER06MWAY,0.00,21.42,22.31,0.00,19.39,21.22,21.95,20.30,20.42,41,32,73,PASS,1,1,PASS,-1,1,1,-1,1,1,1,1,1,-,PASS,PASS,-,PASS,PASS,PASS,PASS,PASS,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6478,6689,7261,7323,0.814,0.816,0.275,0.275,0.475,0.478,0.527,0.522,8.500,9.180,8.468,9.073,8.431,8.485,8.246,9.429,0.960,0.949,0.961,0.953,0.954,0.951,0.954,0.951,0.000,0.000,0.955,0.950,0.953,0.953,0.954,0.949,0.950,0.949,0.000,0.000,0.000,0.000,0.780,0.468,1.170,0.827,1.4.1.54,PBS_20.200424
'2021-06-13 03:29:07.378,KCMCT5241H,R04A,OP,±è¿ø´ö,22.81,GGY733AM6B01,DN81246F6SAH1HW1P,AZ3B147136A8B1A1A030104005,0ace02080253,THA121300PH06MWAS,0.00,21.45,22.04,0.00,18.95,21.15,21.37,20.33,17.91,41,32,73,FAIL,467,7,FPDC DLL,-1,1,1,-1,1,1,1,1,467,-,PASS,PASS,-,PASS,PASS,PASS,PASS,FPDC DLL,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6478,6689,7261,7323,0.808,0.816,0.278,0.275,0.471,0.478,0.530,0.522,8.726,9.180,8.799,9.073,8.064,8.485,9.028,9.429,0.948,0.949,0.955,0.953,0.951,0.951,0.950,0.951,0.000,0.000,0.955,0.950,0.954,0.953,0.948,0.949,0.950,0.949,0.000,0.000,0.000,0.000,0.765,0.639,1.185,0.858,1.4.1.54,PBS_20.200424
'2021-06-13 03:29:37.613,KCMCT5241H,R04A,OP,±è¿ø´ö,30.34,GGY733AM6B01,DN81246F6S1H1HW1Y,AZ3B147105G3B1A1A032062128,0ace02081132,THA12130DFM06MWAZ,0.00,21.42,22.06,0.00,19.19,0.00,0.00,0.00,0.00,41,33,74,FAIL,451,5,SFR Macro Up,-1,1,1,-1,451,0,0,0,0,-,PASS,PASS,-,SFR Macro Up,STOP,STOP,STOP,STOP,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,-1,-1,-1,-1,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6689,0,7323,0.000,0.816,0.000,0.275,0.000,0.478,0.000,0.522,8.254,9.180,8.176,9.073,7.878,8.485,10.170,9.429,0.953,0.949,0.957,0.953,0.951,0.951,0.955,0.951,0.000,0.000,0.958,0.950,0.960,0.953,0.952,0.949,0.955,0.949,0.000,0.000,0.000,0.000,0.765,0.655,1.138,0.858,1.4.1.54,PBS_20.200424
'2021-06-13 03:30:01.140,KCMCT5241H,R04A,OP,±è¿ø´ö,23.73,GGY733AM6B01,DN81246F6RUH1HW18,AZ3B147125GHB1A19735010143,0ace02081134,THA121304DP06MWAC,0.00,21.25,21.28,0.00,17.85,21.09,20.31,20.37,20.30,42,32,74,PASS,1,3,PASS,-1,1,1,-1,1,1,1,1,1,-,PASS,PASS,-,PASS,PASS,PASS,PASS,PASS,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6478,6689,7261,7323,0.809,0.816,0.276,0.275,0.473,0.478,0.527,0.522,8.865,9.180,8.725,9.073,8.286,8.485,7.269,9.429,0.949,0.949,0.952,0.953,0.949,0.951,0.954,0.951,0.000,0.000,0.951,0.950,0.952,0.953,0.949,0.949,0.953,0.949,0.000,0.000,0.000,0.000,0.764,0.686,1.123,0.812,1.4.1.54,PBS_20.200424
'2021-06-13 03:30:24.992,KCMCT5241H,R04A,OP,±è¿ø´ö,23.77,GGY733AM6B01,DN81246F6RMH1HW1F,AZ3B14714678B1A19532153014,0ace02080822,THA12130FGT06MWAN,0.00,21.54,21.98,0.00,19.09,21.14,21.28,20.30,17.71,42,32,74,FAIL,161,2,Defective Line (D50),-1,1,1,-1,1,1,1,1,161,-,PASS,PASS,-,PASS,PASS,PASS,PASS,Defective Line (D50),-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6478,6689,7261,7323,0.811,0.816,0.283,0.275,0.478,0.478,0.530,0.522,9.499,9.180,9.535,9.073,7.383,8.485,7.085,9.429,0.948,0.949,0.949,0.953,0.950,0.951,0.946,0.951,0.000,0.000,0.952,0.950,0.949,0.953,0.944,0.949,0.943,0.949,0.000,0.000,0.000,0.000,0.764,0.640,1.233,0.858,1.4.1.54,PBS_20.200424
'2021-06-13 03:30:50.005,KCMCT5241H,R04A,OP,±è¿ø´ö,24.01,GGY733AM6B01,DN81246F6RNH1HW1E,AZ3B147115E2B1A19731008009,0ace02080455,THA12130FJY06MWAB,0.00,21.47,21.64,0.00,19.34,21.25,20.87,20.61,20.44,43,32,75,PASS,1,8,PASS,-1,1,1,-1,1,1,1,1,1,-,PASS,PASS,-,PASS,PASS,PASS,PASS,PASS,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6478,6689,7261,7323,0.818,0.816,0.278,0.275,0.478,0.478,0.530,0.522,8.909,9.180,8.859,9.073,9.019,8.485,9.653,9.429,0.962,0.949,0.954,0.953,0.953,0.951,0.953,0.951,0.000,0.000,0.947,0.950,0.955,0.953,0.951,0.949,0.945,0.949,0.000,0.000,0.000,0.000,0.765,0.671,1.279,0.858,1.4.1.54,PBS_20.200424
'2021-06-13 03:31:12.478,KCMCT5241H,R04A,OP,±è¿ø´ö,23.54,GGY733AM6B01,DN81246F6RPH1HW1D,AZ3B1511E051B3A1A228014103,0ace02081099,THA12130FHT06MWAK,0.00,21.39,21.17,0.00,18.11,21.14,21.57,20.28,20.53,44,31,75,PASS,1,6,PASS,-1,1,1,-1,1,1,1,1,1,-,PASS,PASS,-,PASS,PASS,PASS,PASS,PASS,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6478,6689,7261,7323,0.810,0.816,0.277,0.275,0.474,0.478,0.528,0.522,9.353,9.180,9.344,9.073,8.776,8.485,7.838,9.429,0.949,0.949,0.952,0.953,0.951,0.951,0.951,0.951,0.000,0.000,0.952,0.950,0.952,0.953,0.944,0.949,0.946,0.949,0.000,0.000,0.000,0.000,0.765,0.718,1.139,0.952,1.4.1.54,PBS_20.200424
'2021-06-13 03:31:35.617,KCMCT5241H,R04A,OP,±è¿ø´ö,23.18,GGY733AM6B01,DN81246F6RQH1HW1C,AZ3B1511C05GB3A1A429113112,0ace02080073,THA12130FHK06MWAT,0.00,21.37,22.51,0.00,19.94,21.14,21.14,20.48,20.39,45,31,76,PASS,1,4,PASS,-1,1,1,-1,1,1,1,1,1,-,PASS,PASS,-,PASS,PASS,PASS,PASS,PASS,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6685,6689,7261,7323,0.810,0.816,0.276,0.275,0.473,0.478,0.528,0.522,8.786,9.180,8.656,9.073,8.828,8.485,10.055,9.429,0.952,0.949,0.956,0.953,0.955,0.951,0.953,0.951,0.000,0.000,0.953,0.950,0.955,0.953,0.953,0.949,0.950,0.949,0.000,0.000,0.000,0.000,0.764,0.718,1.279,0.873,1.4.1.54,PBS_20.200424
'2021-06-13 03:32:00.075,KCMCT5241H,R04A,OP,±è¿ø´ö,24.32,GGY733AM6B01,DN81246F6S8H1HW1R,AZ3B147105ENB1A18332034102,0ace02080523,THA12130FGX06MWAJ,0.00,21.53,22.29,0.00,19.23,0.00,0.00,0.00,0.00,45,32,77,FAIL,451,1,SFR Macro Up,-1,1,1,-1,451,0,0,0,0,-,PASS,PASS,-,SFR Macro Up,STOP,STOP,STOP,STOP,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,-1,-1,-1,-1,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6689,0,7323,0.000,0.816,0.000,0.275,0.000,0.478,0.000,0.522,8.949,9.180,9.021,9.073,9.208,8.485,10.722,9.429,0.948,0.949,0.950,0.953,0.954,0.951,0.952,0.951,0.000,0.000,0.954,0.950,0.954,0.953,0.952,0.949,0.947,0.949,0.000,0.000,0.000,0.000,0.765,0.452,1.185,0.827,1.4.1.54,PBS_20.200424
