Time,Station,Type,Login_Mode,Operator,Tact_Time(Sec),LotNum,Barcode,VCMID,SensorID,FPCBID,SIte_1,Site_2,Site_3,Site_4,Site_5,Site_6,Site_7,Site_8,Site_9,Pass_Count,Fail_Count,Total,Result,CODE,Para,ERROR,Site_1_Result_code,Site_2_Result_code,Site_3_Result_code,Site_4_Result_code,Site_5_Result_code,Site_6_Result_code,Site_7_Result_code,Site_8_Result_code,Site_9_Result_code,Site_1_Result_name,Site_2_Result_name,Site_3_Result_name,Site_4_Result_name,Site_5_Result_name,Site_6_Result_name,Site_7_Result_name,Site_8_Result_name,Site_9_Result_name,SWversion_site1,SWversion_site2,SWversion_site3,SWversion_site4,SWversion_site5,SWversion_site6,SWversion_site7,SWversion_site8,SWversion_site9,SWversion_Matching,Site_1_ReInsp,Site_2_ReInsp,Site_3_ReInsp,Site_4_ReInsp,Site_5_ReInsp,Site_6_ReInsp,Site_7_ReInsp,Site_8_ReInsp,Site_9_ReInsp,Insp_Mode,Site_1_LastCode,Site_2_LastCode,Site_3_LastCode,Site_4_LastCode,Site_5_LastCode,Site_6_LastCode,Site_7_LastCode,Site_8_LastCode,Site_9_LastCode,Site_1_LastTime,Site_2_LastTime,Site_3_LastTime,Site_4_LastTime,Site_5_LastTime,Site_6_LastTime,Site_7_LastTime,Site_8_LastTime,Site_9_LastTime,A_LIGHT_AE_TIME,A_REFERENCE,D_LIGHT_AE_TIME,D_REFERENCE,A_COLOR_RG,A_COLOR_RG_REF,A_COLOR_BG,A_COLOR_BG_REF,D_COLOR_RG,D_COLOR_RG_REF,D_COLOR_BG,D_COLOR_BG_REF,GAIN_B1,GAIN_B1_REF,GAIN_B2,GAIN_B2_REF,GAIN_H1,GAIN_H1_REF,GAIN_H2,GAIN_H2_REF,EM_H1_6,EM_H1_6_REF,EM_H1_7,EM_H1_7_REF,EM_H1_8,EM_H1_8_REF,EM_H1_9,EM_H1_9_REF,EM_H1_10,EM_H1_10_REF,EM_H2_2,EM_H2_2_REF,EM_H2_3,EM_H2_3_REF,EM_H2_4,EM_H2_4_REF,EM_H2_5,EM_H2_5_REF,EM_H2_11,EM_H2_11_REF,EM_H2_12,EM_H2_12_REF,SOCKET_UP,SOCKET_DOWN,SOCKET_OPEN,SOCKET_CLOSE,SW_VERSION,PBS_VERSION
'2021-06-13 02:50:37.793,KCMCT5241H,R04A,OP,±è¿ø´ö,23.01,GGY733AM6B01,DN81246F6QRH1HW1E,AZ3B1471467FB1A1A231014129,0ace02080764,THA12130DF006MWAL,0.00,21.36,21.93,0.00,17.95,21.15,20.20,20.20,19.33,8,18,26,PASS,1,6,PASS,-1,1,1,-1,1,1,1,1,1,-,PASS,PASS,-,PASS,PASS,PASS,PASS,PASS,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6689,6689,7323,7323,0.819,0.816,0.278,0.275,0.478,0.478,0.532,0.522,8.472,9.199,8.379,9.053,9.163,8.550,9.813,9.243,0.949,0.948,0.958,0.952,0.958,0.951,0.957,0.951,0.000,0.000,0.955,0.950,0.955,0.953,0.954,0.948,0.951,0.948,0.000,0.000,0.000,0.000,0.781,0.609,1.170,0.951,1.4.1.54,PBS_20.200424
'2021-06-13 02:51:00.494,KCMCT5241H,R04A,OP,±è¿ø´ö,22.81,GGY733AM6B01,DN81246F6QSH1HW1D,MB211312B6TD24A1B735015104,0ace29100458,THA121300NF06MWAX,0.00,3.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8,19,27,FAIL,32,4,Module Barcode Mismatching,-1,32,0,-1,0,0,0,0,0,-,Module Barcode Mismatching,STOP,-,STOP,STOP,STOP,STOP,STOP,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,-1,-1,-1,-1,-1,-1,-1,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6689,0,7323,0.000,0.816,0.000,0.275,0.000,0.478,0.000,0.522,0.000,9.188,0.000,9.062,0.000,8.484,0.000,9.310,0.000,0.948,0.000,0.952,0.000,0.950,0.000,0.951,0.000,0.000,0.000,0.950,0.000,0.953,0.000,0.945,0.000,0.949,0.000,0.000,0.000,0.000,0.764,0.717,1.280,0.842,1.4.1.54,PBS_20.200424
'2021-06-13 02:51:24.093,KCMCT5241H,R04A,OP,±è¿ø´ö,23.48,GGY733AM6B01,DN81246F6QCH1HW1T,AZ3B1471568MB1A1A431034104,0ace02080586,THA121304Q306MWAZ,0.00,21.37,22.42,0.00,19.53,21.11,20.20,0.00,0.00,8,20,28,FAIL,450,1,SFR Infinity Down,-1,1,1,-1,1,1,450,0,0,-,PASS,PASS,-,PASS,PASS,SFR Infinity Down,STOP,STOP,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,-1,-1,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6689,0,7323,0.000,0.816,0.000,0.275,0.000,0.478,0.000,0.522,9.211,9.199,9.043,9.101,7.869,8.478,10.152,9.483,0.947,0.948,0.952,0.952,0.953,0.950,0.951,0.951,0.000,0.000,0.947,0.950,0.952,0.953,0.945,0.947,0.947,0.948,0.000,0.000,0.000,0.000,0.780,0.452,1.170,0.843,1.4.1.54,PBS_20.200424
'2021-06-13 02:51:47.041,KCMCT5241H,R04A,OP,±è¿ø´ö,22.65,GGY733AM6B01,DN81246F6QTH1HW1C,MB211332A17321A1A531107004,0ace29110163,THA121300QM06MWAK,0.00,4.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8,21,29,FAIL,32,7,Module Barcode Mismatching,-1,32,0,-1,0,0,0,0,0,-,Module Barcode Mismatching,STOP,-,STOP,STOP,STOP,STOP,STOP,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,-1,-1,-1,-1,-1,-1,-1,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6689,0,7323,0.000,0.816,0.000,0.275,0.000,0.478,0.000,0.522,0.000,9.199,0.000,9.101,0.000,8.478,0.000,9.483,0.000,0.948,0.000,0.952,0.000,0.950,0.000,0.951,0.000,0.000,0.000,0.950,0.000,0.953,0.000,0.947,0.000,0.948,0.000,0.000,0.000,0.000,0.780,0.671,1.170,0.843,1.4.1.54,PBS_20.200424
'2021-06-13 02:52:10.156,KCMCT5241H,R04A,OP,±è¿ø´ö,23.26,GGY733AM6B01,DN81246F6QVH1HW1A,AZ3B147125GMB1A19836112121,0ace02080985,THA1213075U06MWAU,0.00,20.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8,21,29,FAIL,253,5,VCM Calibration,-1,253,0,-1,0,0,0,0,0,-,VCM Calibration,STOP,-,STOP,STOP,STOP,STOP,STOP,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,-1,-1,-1,-1,-1,-1,-1,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6689,0,7323,0.000,0.816,0.000,0.275,0.000,0.478,0.000,0.522,0.000,9.188,0.000,9.062,0.000,8.484,0.000,9.310,0.000,0.949,0.000,0.952,0.000,0.950,0.000,0.951,0.000,0.000,0.000,0.950,0.000,0.953,0.000,0.949,0.000,0.949,0.000,0.000,0.000,0.000,0.780,0.686,1.124,0.827,1.4.1.54,PBS_20.200424
'2021-06-13 02:56:03.210,KCMCT5241H,R04A,OP,±è¿ø´ö,233.21,GGY733AM6B01,DN81246F6QUH1HW1B,AZ3B1471475MB3A1A126123011,0ace02081029,THA12130EYZ06MWA3,0.00,21.22,21.59,0.00,17.58,21.09,20.47,20.20,17.93,8,22,30,FAIL,172,3,LCB,-1,1,1,-1,1,1,1,1,172,-,PASS,PASS,-,PASS,PASS,PASS,PASS,LCB,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6689,6689,7323,7323,0.817,0.816,0.277,0.275,0.479,0.478,0.526,0.522,9.466,9.188,9.433,9.062,8.758,8.484,9.112,9.310,0.950,0.949,0.949,0.952,0.949,0.950,0.945,0.951,0.000,0.000,0.943,0.950,0.950,0.953,0.952,0.949,0.949,0.949,0.000,0.000,0.000,0.000,0.780,0.671,1.170,0.826,1.4.1.54,PBS_20.200424
'2021-06-13 02:56:25.998,KCMCT5241H,R04A,OP,±è¿ø´ö,22.78,GGY733AM6B01,DN81246F6QKH1HW1L,AZ3B147115EBB1A19238101011,0ace02080928,THA121300PL06MWAP,0.00,21.37,21.37,0.00,17.60,21.15,21.12,20.16,19.28,9,21,30,PASS,1,2,PASS,-1,1,1,-1,1,1,1,1,1,-,PASS,PASS,-,PASS,PASS,PASS,PASS,PASS,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6689,6689,7323,7323,0.814,0.816,0.278,0.275,0.475,0.478,0.532,0.522,9.025,9.185,9.141,9.056,8.161,8.478,9.657,9.483,0.949,0.949,0.954,0.952,0.950,0.950,0.949,0.951,0.000,0.000,0.951,0.950,0.953,0.953,0.944,0.947,0.949,0.948,0.000,0.000,0.000,0.000,0.764,0.625,1.232,0.858,1.4.1.54,PBS_20.200424
'2021-06-13 02:56:50.597,KCMCT5241H,R04A,OP,±è¿ø´ö,23.59,GGY733AM6B01,DN81246F6QEH1HW1R,AZ3B1471568GB1A19628114115,0ace02090116,THA121300PB06MWAY,0.00,21.36,22.04,0.00,17.77,21.18,21.03,20.16,17.77,9,22,31,FAIL,183,8,Dark Shade,-1,1,1,-1,1,1,1,1,183,-,PASS,PASS,-,PASS,PASS,PASS,PASS,Dark Shade,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6689,6689,7323,7323,0.816,0.816,0.278,0.275,0.475,0.478,0.530,0.522,9.336,9.182,9.425,9.062,8.470,8.473,10.206,9.657,0.950,0.949,0.948,0.952,0.948,0.950,0.950,0.951,0.000,0.000,0.949,0.950,0.951,0.953,0.949,0.949,0.947,0.949,0.000,0.000,0.000,0.000,0.780,0.670,1.280,0.827,1.4.1.54,PBS_20.200424
'2021-06-13 02:57:12.132,KCMCT5241H,R04A,OP,±è¿ø´ö,22.54,GGY733AM6B01,DN81246F6QLH1HW1K,MB211312B6U224A1B443036106,0ace29100660,THA121300NJ06MWAU,0.00,3.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9,23,32,FAIL,32,6,Module Barcode Mismatching,-1,32,0,-1,0,0,0,0,0,-,Module Barcode Mismatching,STOP,-,STOP,STOP,STOP,STOP,STOP,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,-1,-1,-1,-1,-1,-1,-1,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6689,0,7323,0.000,0.816,0.000,0.275,0.000,0.478,0.000,0.522,0.000,9.182,0.000,9.062,0.000,8.473,0.000,9.657,0.000,0.949,0.000,0.952,0.000,0.950,0.000,0.951,0.000,0.000,0.000,0.950,0.000,0.953,0.000,0.949,0.000,0.949,0.000,0.000,0.000,0.000,0.780,0.640,1.170,0.967,1.4.1.54,PBS_20.200424
'2021-06-13 02:57:37.491,KCMCT5241H,R04A,OP,±è¿ø´ö,25.46,GGY733AM6B01,DN81246F6QMH1HW1J,AZ3B147136C4B1A19730028008,0ace02090215,THA12130HRA06MWAA,0.00,21.29,21.89,0.00,19.19,21.14,20.59,20.13,17.08,9,23,32,FAIL,467,4,FPDC DLL,-1,1,1,-1,1,1,1,1,467,-,PASS,PASS,-,PASS,PASS,PASS,PASS,FPDC DLL,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,R04A_UDT_MFG_Collimator_C1001_20120313_8e6c1999,-1,R04A_UDT_MFG_SFR_MacUp_C1001_20120313_8e6c1999,R04A_UDT_MFG_DarkAll_C1001_20120313_8e6c1999,R04A_UDT_MFG_SFR_InfDn_C1001_20120313_8e6c1999,R04A_UDT_MFG_A_C1001_20120313_8e6c1999,R04A_UDT_MFG_DL50_C1001_20120313_8e6c1999,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6689,6689,7323,7323,0.816,0.816,0.279,0.275,0.478,0.478,0.531,0.522,8.662,9.182,8.713,9.062,8.651,8.473,8.428,9.657,0.955,0.949,0.953,0.952,0.952,0.950,0.952,0.951,0.000,0.000,0.949,0.950,0.959,0.953,0.949,0.949,0.953,0.949,0.000,0.000,0.000,0.000,0.780,0.718,1.280,0.842,1.4.1.54,PBS_20.200424
'2021-06-13 02:58:01.395,KCMCT5241H,R04A,OP,±è¿ø´ö,23.79,GGY733AM6B01,DN81246F6QNH1HW1H,MB211312B6RD24A1B137033107,0ace29100006,THA12130DDX06MWAV,0.00,3.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9,24,33,FAIL,32,1,Module Barcode Mismatching,-1,32,0,-1,0,0,0,0,0,-,Module Barcode Mismatching,STOP,-,STOP,STOP,STOP,STOP,STOP,-1,R04A_UDT_MFG_Laser_C1001_20120313_8e6c1999,-1,-1,-1,-1,-1,-1,-1,matching,0,0,0,0,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,6689,0,7323,0.000,0.816,0.000,0.275,0.000,0.478,0.000,0.522,0.000,9.180,0.000,9.101,0.000,8.478,0.000,9.483,0.000,0.948,0.000,0.952,0.000,0.951,0.000,0.951,0.000,0.000,0.000,0.950,0.000,0.953,0.000,0.948,0.000,0.948,0.000,0.000,0.000,0.000,0.764,0.468,1.170,0.827,1.4.1.54,PBS_20.200424
